team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2022,TOR,TOR,Team Level,5on5,79,0.54,0.51,0.52,230856.0,2017.49,190.77,140.45,473.72,66.12,1103.15,789.8,183.34,193.3,185.82,1993.0,771.0,885.0,3649.0,178.0,174.0,26.0,445.0,70.0,864.0,1033.0,1815.0,2586.0,254.0,555.0,1779.0,1586.0,581.0,682.0,1940.0,637.0,187.0,59.02,80.06,51.68,72.0,68.0,38.0,3719.79,2764.0,2806.16,406.0,29.19,36.41,36.43,183.54,185.9,182.16,1828.68,161.01,123.27,440.5,60.65,993.68,742.88,154.74,160.18,153.93,1776.0,746.0,932.0,3454.0,138.0,172.0,23.0,400.0,70.0,845.0,897.0,1638.0,2384.0,259.0,548.0,1505.0,2304.0,511.0,626.0,1829.0,538.0,155.0,51.91,65.95,43.14,62.0,48.0,28.0,3394.49,2522.0,2490.94,403.0,25.61,34.73,35.2,151.42,150.71,147.83
TOR,2022,TOR,TOR,Team Level,4on5,79,0.22,0.16,0.19,23591.0,75.42,10.2,4.61,11.19,2.59,24.74,48.67,9.83,10.2,9.83,86.0,16.0,11.0,113.0,7.0,6.0,1.0,6.0,3.0,22.0,58.0,79.0,95.0,6.0,10.0,160.0,80.0,61.0,47.0,60.0,23.0,19.0,1.86,2.99,5.35,1.0,3.0,3.0,113.0,102.0,102.0,43.0,1.05,1.6,1.6,9.65,9.65,9.52,316.23,36.27,28.58,66.85,10.53,196.44,101.33,34.22,36.27,34.22,322.0,118.0,144.0,584.0,38.0,30.0,8.0,58.0,14.0,168.0,132.0,284.0,402.0,11.0,22.0,238.0,48.0,18.0,94.0,307.0,91.0,42.0,7.0,11.03,18.24,7.0,8.0,23.0,584.0,440.0,440.0,9.0,7.3,5.96,5.49,38.08,38.08,36.5
TOR,2022,TOR,TOR,Team Level,5on4,79,0.87,0.87,0.85,23118.0,390.86,50.8,38.37,79.56,13.08,229.58,117.62,47.16,50.8,47.16,386.0,143.0,151.0,680.0,60.0,59.0,11.0,61.0,8.0,193.0,148.0,326.0,469.0,14.0,28.0,219.0,25.0,12.0,69.0,347.0,113.0,69.0,9.42,13.59,27.8,7.0,19.0,34.0,680.0,529.0,529.0,6.0,9.85,12.48,12.48,48.17,48.17,45.99,70.07,7.54,3.69,9.96,2.19,21.06,47.55,7.25,7.54,7.25,74.0,18.0,13.0,105.0,8.0,6.0,1.0,5.0,0.0,20.0,53.0,66.0,84.0,6.0,12.0,163.0,72.0,55.0,29.0,61.0,21.0,10.0,1.82,2.92,2.8,2.0,5.0,1.0,105.0,92.0,92.0,27.0,0.85,1.3,1.3,7.09,7.09,7.01
FLA,2022,FLA,FLA,Team Level,other,80,0.47,0.52,0.52,12965.0,179.33,41.37,13.96,31.1,6.01,98.63,52.95,36.78,41.37,36.78,177.0,67.0,92.0,336.0,33.0,26.0,7.0,32.0,6.0,86.0,61.0,144.0,211.0,14.0,31.0,152.0,36.0,26.0,30.0,127.0,58.0,59.0,5.06,7.26,29.05,3.0,5.0,25.0,336.0,244.0,244.0,10.0,4.33,10.56,9.97,35.72,35.72,33.57,169.42,47.35,12.16,29.11,5.84,84.01,49.53,44.78,47.35,44.78,169.0,59.0,86.0,314.0,44.0,23.0,4.0,33.0,5.0,68.0,55.0,125.0,184.0,8.0,19.0,145.0,35.0,22.0,28.0,103.0,55.0,70.0,3.81,7.39,36.14,6.0,9.0,29.0,314.0,228.0,228.0,9.0,3.71,7.81,7.81,43.24,43.24,41.6
FLA,2022,FLA,FLA,Team Level,all,80,0.53,0.54,0.54,290131.0,2918.06,307.38,210.82,668.8,97.81,1594.58,1139.62,290.15,309.49,292.14,2941.0,1078.0,1315.0,5334.0,283.0,300.0,57.0,611.0,79.0,1333.0,1413.0,2658.0,3736.0,355.0,782.0,2377.0,1688.0,548.0,694.0,2889.0,785.0,345.0,84.1,98.32,124.96,94.0,90.0,99.0,5381.28,4019.0,4050.8,322.0,47.64,73.59,74.15,280.87,282.56,274.25,2521.33,275.51,178.82,589.94,85.48,1362.47,977.78,260.88,275.1,260.6,2543.0,927.0,1036.0,4506.0,264.0,256.0,38.0,534.0,100.0,1070.0,1246.0,2279.0,3206.0,340.0,754.0,2497.0,1681.0,507.0,753.0,2446.0,711.0,313.0,69.03,88.62,117.86,90.0,80.0,94.0,4483.73,3470.0,3459.9,377.0,40.5,54.65,54.73,261.29,261.13,251.32
FLA,2022,FLA,FLA,Team Level,5on5,80,0.54,0.54,0.54,225101.0,2180.59,195.7,147.69,526.08,72.7,1190.7,879.14,187.92,197.81,189.91,2198.0,814.0,1021.0,4033.0,187.0,208.0,32.0,479.0,54.0,991.0,1093.0,2011.0,2825.0,313.0,687.0,1744.0,1536.0,452.0,554.0,2208.0,611.0,193.0,64.55,76.58,54.57,78.0,71.0,38.0,4080.28,3012.0,3043.8,262.0,30.63,44.83,45.28,181.04,182.74,179.67,1894.11,167.1,128.31,464.89,64.1,1030.3,757.3,160.52,166.7,160.24,1890.0,722.0,767.0,3379.0,155.0,179.0,24.0,420.0,72.0,814.0,972.0,1735.0,2457.0,310.0,688.0,1854.0,1544.0,414.0,622.0,1915.0,539.0,158.0,54.64,67.1,45.36,69.0,57.0,29.0,3356.73,2612.0,2601.9,332.0,26.6,38.11,38.19,155.52,155.35,152.66
FLA,2022,FLA,FLA,Team Level,4on5,80,0.12,0.17,0.18,25817.0,86.38,7.32,4.13,12.28,2.58,27.68,62.02,6.95,7.32,6.95,92.0,24.0,24.0,140.0,4.0,2.0,1.0,11.0,2.0,23.0,74.0,88.0,112.0,12.0,34.0,217.0,84.0,53.0,41.0,89.0,19.0,8.0,2.65,2.24,2.42,2.0,0.0,2.0,140.0,116.0,116.0,40.0,0.95,0.58,0.58,7.69,7.69,7.44,385.93,53.98,34.56,84.93,13.04,223.54,119.95,48.64,53.98,48.64,405.0,125.0,164.0,694.0,58.0,47.0,9.0,77.0,21.0,164.0,163.0,347.0,472.0,13.0,29.0,271.0,24.0,18.0,71.0,353.0,99.0,78.0,8.43,11.76,33.78,13.0,11.0,34.0,694.0,530.0,530.0,7.0,9.34,7.26,7.26,56.05,56.05,50.67
FLA,2022,FLA,FLA,Team Level,5on4,80,0.9,0.87,0.87,26248.0,471.75,63.0,45.05,99.34,16.51,277.58,145.52,58.51,63.0,58.51,474.0,173.0,178.0,825.0,59.0,64.0,17.0,89.0,17.0,233.0,185.0,415.0,588.0,16.0,30.0,264.0,32.0,17.0,69.0,465.0,97.0,85.0,11.85,12.24,38.91,11.0,14.0,34.0,825.0,647.0,647.0,10.0,11.73,17.62,18.32,56.41,56.41,53.58,71.88,7.08,3.79,10.99,2.5,24.62,51.0,6.93,7.08,6.93,79.0,21.0,19.0,119.0,7.0,7.0,1.0,4.0,2.0,24.0,56.0,72.0,93.0,9.0,18.0,227.0,78.0,53.0,32.0,75.0,18.0,7.0,2.14,2.37,2.57,2.0,3.0,2.0,119.0,100.0,100.0,29.0,0.86,1.47,1.47,6.47,6.47,6.38
EDM,2022,EDM,EDM,Team Level,other,80,0.58,0.51,0.51,9260.0,137.07,34.68,9.62,22.34,4.32,68.13,43.91,33.12,34.68,33.12,138.0,45.0,52.0,235.0,33.0,8.0,2.0,27.0,1.0,57.0,57.0,105.0,150.0,10.0,20.0,132.0,20.0,31.0,22.0,74.0,60.0,49.0,2.87,7.58,24.23,2.0,9.0,22.0,235.0,183.0,183.0,7.0,2.73,2.84,3.25,34.16,34.16,33.53,130.06,25.36,9.43,24.07,5.17,68.66,42.32,23.8,25.36,23.8,140.0,35.0,53.0,228.0,24.0,11.0,2.0,29.0,4.0,60.0,47.0,116.0,151.0,8.0,16.0,115.0,30.0,24.0,24.0,85.0,57.0,33.0,3.19,6.86,15.31,4.0,6.0,14.0,228.0,175.0,175.0,12.0,2.74,2.94,2.94,25.16,25.16,23.85
EDM,2022,EDM,EDM,Team Level,all,80,0.56,0.52,0.52,290509.0,2648.91,304.19,189.12,580.47,85.5,1415.43,1036.28,286.81,307.11,289.71,2679.0,932.0,1163.0,4774.0,318.0,217.0,32.0,531.0,75.0,1236.0,1234.0,2361.0,3293.0,308.0,664.0,2426.0,1834.0,719.0,848.0,2390.0,907.0,314.0,74.29,111.93,117.97,97.0,123.0,98.0,4858.9,3611.0,3664.83,462.0,42.07,50.53,50.71,295.55,298.52,288.17,2471.84,237.94,168.83,573.29,81.97,1357.72,973.26,229.64,237.03,228.75,2514.0,879.0,1013.0,4406.0,253.0,207.0,39.0,585.0,68.0,1129.0,1151.0,2261.0,3140.0,304.0,655.0,2351.0,1996.0,670.0,814.0,2479.0,681.0,233.0,74.26,82.2,81.48,82.0,83.0,88.0,4361.8,3393.0,3367.82,438.0,37.58,41.43,41.48,234.04,232.95,227.84
EDM,2022,EDM,EDM,Team Level,5on5,80,0.54,0.52,0.52,233746.0,2026.17,188.46,138.97,471.47,66.07,1092.4,819.63,180.85,191.38,183.74,2041.0,736.0,936.0,3713.0,189.0,161.0,16.0,439.0,61.0,946.0,981.0,1852.0,2588.0,271.0,590.0,1823.0,1721.0,587.0,705.0,1950.0,656.0,171.0,61.35,81.37,45.73,82.0,80.0,27.0,3797.9,2777.0,2830.83,405.0,28.88,32.65,32.42,184.92,187.89,183.69,1899.74,160.28,122.96,459.06,62.3,1033.39,770.01,155.79,159.36,154.9,1922.0,686.0,792.0,3400.0,167.0,159.0,30.0,470.0,45.0,863.0,904.0,1755.0,2441.0,268.0,580.0,1811.0,1851.0,571.0,657.0,1958.0,511.0,139.0,59.41,61.84,39.03,71.0,58.0,38.0,3355.8,2608.0,2582.82,381.0,25.41,30.87,31.12,154.56,153.48,151.19
EDM,2022,EDM,EDM,Team Level,4on5,80,0.17,0.15,0.17,25115.0,81.4,9.8,4.22,11.27,2.57,25.0,55.13,9.77,9.8,9.77,91.0,17.0,14.0,122.0,15.0,3.0,1.0,4.0,1.0,19.0,66.0,76.0,93.0,12.0,24.0,229.0,62.0,71.0,51.0,63.0,36.0,9.0,2.22,4.63,2.95,4.0,8.0,3.0,122.0,108.0,108.0,46.0,0.97,0.92,0.92,9.85,9.85,9.84,395.42,48.54,34.4,83.52,13.03,240.64,125.86,46.32,48.54,46.32,399.0,147.0,159.0,705.0,56.0,37.0,7.0,81.0,18.0,194.0,160.0,343.0,490.0,17.0,34.0,240.0,39.0,32.0,87.0,387.0,102.0,57.0,10.27,12.17,26.09,5.0,17.0,34.0,705.0,546.0,546.0,2.0,8.96,7.62,7.42,50.08,50.08,48.59
EDM,2022,EDM,EDM,Team Level,5on4,80,0.95,0.91,0.89,22388.0,404.25,71.24,36.32,75.38,12.55,229.88,117.61,63.07,71.24,63.07,409.0,134.0,161.0,704.0,81.0,45.0,13.0,61.0,12.0,214.0,130.0,328.0,462.0,15.0,30.0,242.0,31.0,30.0,70.0,303.0,155.0,85.0,7.83,18.35,45.06,9.0,26.0,46.0,704.0,543.0,543.0,4.0,9.5,14.12,14.12,66.62,66.62,61.11,46.62,3.76,2.03,6.63,1.47,15.03,35.08,3.74,3.76,3.74,53.0,11.0,9.0,73.0,6.0,0.0,0.0,5.0,1.0,12.0,40.0,47.0,58.0,11.0,25.0,185.0,76.0,43.0,46.0,49.0,11.0,4.0,1.39,1.33,1.05,2.0,2.0,2.0,73.0,64.0,64.0,43.0,0.47,0.0,0.0,4.23,4.23,4.2
