team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TBL,2022,TBL,TBL,Team Level,5on4,80,0.87,0.86,0.84,23697.0,354.76,48.67,31.87,69.79,11.47,214.96,112.24,45.76,48.67,45.76,349.0,140.0,160.0,649.0,62.0,22.0,5.0,59.0,14.0,188.0,144.0,287.0,427.0,22.0,44.0,219.0,43.0,37.0,75.0,291.0,145.0,53.0,7.1,16.55,25.02,8.0,25.0,29.0,649.0,489.0,489.0,7.0,8.27,4.85,4.85,52.09,52.09,49.97,70.45,7.48,3.77,9.42,2.04,22.07,48.22,7.43,7.48,7.43,74.0,19.0,15.0,108.0,8.0,3.0,0.0,5.0,4.0,13.0,60.0,66.0,85.0,12.0,26.0,183.0,87.0,86.0,18.0,61.0,24.0,8.0,1.95,3.15,2.39,2.0,2.0,4.0,108.0,93.0,93.0,15.0,0.87,0.54,0.54,7.81,7.81,7.79
DAL,2022,DAL,DAL,Team Level,other,79,0.59,0.52,0.51,8508.0,141.91,34.53,9.93,25.03,5.06,75.17,46.28,33.0,34.53,33.0,138.0,58.0,70.0,266.0,32.0,14.0,2.0,21.0,5.0,65.0,59.0,106.0,164.0,6.0,12.0,110.0,29.0,21.0,19.0,97.0,47.0,52.0,3.85,6.01,24.66,5.0,7.0,20.0,266.0,196.0,196.0,9.0,2.88,3.08,3.08,34.33,34.33,33.46,136.44,24.37,10.05,26.43,4.74,71.24,48.18,22.6,24.37,22.6,134.0,51.0,59.0,244.0,26.0,17.0,4.0,18.0,1.0,56.0,67.0,108.0,159.0,3.0,6.0,110.0,29.0,23.0,24.0,104.0,49.0,32.0,3.9,5.85,14.61,4.0,9.0,13.0,244.0,185.0,185.0,9.0,2.85,3.17,3.17,24.05,24.05,23.09
DAL,2022,DAL,DAL,Team Level,all,79,0.55,0.52,0.51,288785.0,2534.24,267.16,174.69,598.83,86.12,1392.77,988.42,254.6,270.14,257.48,2525.0,983.0,1299.0,4807.0,269.0,249.0,36.0,435.0,85.0,1171.0,1299.0,2256.0,3239.0,261.0,567.0,2510.0,1611.0,556.0,762.0,2511.0,707.0,290.0,74.09,86.79,106.28,90.0,88.0,91.0,4884.8,3508.0,3551.76,369.0,39.01,52.93,52.98,253.19,256.09,248.98,2420.6,223.05,165.96,561.14,80.07,1346.84,984.93,215.2,222.26,214.44,2391.0,971.0,1124.0,4486.0,212.0,198.0,30.0,466.0,47.0,1152.0,1287.0,2179.0,3150.0,274.0,621.0,2097.0,1894.0,570.0,707.0,2485.0,656.0,221.0,69.79,80.1,73.16,66.0,85.0,61.0,4447.52,3362.0,3343.69,337.0,36.41,39.83,39.83,219.63,218.71,214.27
DAL,2022,DAL,DAL,Team Level,5on5,79,0.52,0.51,0.51,233663.0,1938.15,168.33,128.04,479.68,65.83,1069.5,779.63,162.24,171.3,165.12,1913.0,778.0,1049.0,3740.0,168.0,181.0,24.0,345.0,67.0,897.0,1033.0,1745.0,2523.0,233.0,511.0,1940.0,1491.0,468.0,634.0,1986.0,547.0,158.0,58.53,66.58,43.22,72.0,64.0,32.0,3817.8,2691.0,2734.76,318.0,26.52,34.83,35.32,159.52,162.43,159.46,1894.05,154.62,121.9,458.62,62.3,1050.38,783.17,150.51,153.84,149.74,1857.0,774.0,905.0,3536.0,143.0,153.0,23.0,381.0,37.0,886.0,1031.0,1714.0,2488.0,249.0,571.0,1600.0,1769.0,478.0,597.0,2010.0,482.0,139.0,57.09,59.25,38.28,54.0,61.0,28.0,3497.52,2631.0,2612.69,297.0,25.1,30.5,30.5,149.22,148.31,146.42
DAL,2022,DAL,DAL,Team Level,4on5,79,0.15,0.14,0.16,23946.0,64.43,6.36,2.85,9.94,1.96,19.94,43.96,6.04,6.36,6.04,76.0,9.0,9.0,94.0,10.0,4.0,1.0,5.0,2.0,9.0,55.0,66.0,75.0,5.0,10.0,223.0,71.0,43.0,40.0,63.0,14.0,8.0,1.7,2.02,2.63,0.0,5.0,5.0,94.0,85.0,85.0,37.0,0.66,1.32,1.32,5.69,5.69,5.64,322.54,37.25,30.4,65.92,10.79,203.23,106.41,35.42,37.25,35.42,315.0,139.0,142.0,596.0,38.0,26.0,3.0,60.0,8.0,195.0,127.0,277.0,416.0,12.0,24.0,185.0,40.0,14.0,59.0,308.0,106.0,40.0,6.92,12.58,17.75,7.0,12.0,19.0,596.0,454.0,454.0,7.0,7.63,5.6,5.6,39.28,39.28,37.75
DAL,2022,DAL,DAL,Team Level,5on4,79,0.89,0.87,0.85,22668.0,389.76,57.95,33.87,84.18,13.28,228.16,118.55,53.31,57.95,53.31,398.0,138.0,171.0,707.0,59.0,50.0,9.0,64.0,11.0,200.0,152.0,339.0,477.0,17.0,34.0,237.0,20.0,24.0,69.0,365.0,99.0,72.0,10.01,12.17,35.77,13.0,12.0,34.0,707.0,536.0,536.0,5.0,8.96,13.7,13.27,53.64,53.64,50.41,67.56,6.82,3.61,10.17,2.25,21.98,47.17,6.67,6.82,6.67,85.0,7.0,18.0,110.0,5.0,2.0,0.0,7.0,1.0,15.0,62.0,80.0,87.0,10.0,20.0,202.0,56.0,55.0,27.0,63.0,19.0,10.0,1.88,2.42,2.52,1.0,3.0,1.0,110.0,92.0,92.0,24.0,0.82,0.56,0.56,7.08,7.08,7.0
BUF,2022,BUF,BUF,Team Level,other,78,0.5,0.45,0.43,9026.0,123.97,35.14,8.37,21.09,4.19,59.08,42.15,32.59,35.14,32.59,122.0,48.0,55.0,225.0,32.0,10.0,1.0,19.0,10.0,52.0,47.0,90.0,138.0,8.0,16.0,108.0,21.0,27.0,17.0,74.0,45.0,51.0,2.84,5.82,26.47,1.0,12.0,19.0,225.0,170.0,170.0,8.0,2.41,2.85,2.85,34.69,34.69,32.51,163.04,35.66,12.48,28.16,5.46,95.53,49.71,31.63,35.66,31.63,163.0,64.0,46.0,273.0,32.0,14.0,1.0,26.0,3.0,89.0,63.0,131.0,195.0,9.0,18.0,140.0,15.0,17.0,14.0,113.0,69.0,45.0,4.47,8.45,22.74,5.0,8.0,19.0,273.0,227.0,227.0,5.0,3.57,3.71,3.96,35.27,35.27,32.37
BUF,2022,BUF,BUF,Team Level,all,78,0.49,0.51,0.49,283835.0,2501.08,262.69,173.14,562.72,81.69,1353.23,990.52,250.05,262.78,250.22,2517.0,907.0,1087.0,4511.0,280.0,225.0,24.0,548.0,84.0,1068.0,1219.0,2237.0,3144.0,259.0,542.0,2051.0,1129.0,555.0,551.0,2435.0,729.0,260.0,77.93,89.22,95.53,89.0,105.0,86.0,4518.93,3424.0,3430.3,254.0,38.13,45.23,45.28,255.54,256.16,248.17,2548.14,274.49,179.91,579.95,84.23,1389.12,988.3,261.39,275.42,262.31,2589.0,907.0,882.0,4378.0,284.0,254.0,43.0,550.0,75.0,1064.0,1270.0,2305.0,3212.0,302.0,623.0,2503.0,1740.0,596.0,585.0,2392.0,819.0,285.0,73.64,101.07,99.78,88.0,107.0,89.0,4389.24,3496.0,3504.98,299.0,40.12,53.3,53.3,261.32,262.45,254.92
BUF,2022,BUF,BUF,Team Level,5on5,78,0.48,0.51,0.5,231199.0,1976.07,171.08,131.47,463.2,64.25,1073.99,801.0,164.97,171.16,165.14,1970.0,735.0,879.0,3584.0,186.0,174.0,15.0,460.0,58.0,848.0,979.0,1784.0,2519.0,213.0,450.0,1613.0,1028.0,459.0,454.0,2008.0,558.0,139.0,65.22,68.13,37.71,77.0,74.0,35.0,3591.93,2705.0,2711.3,223.0,27.13,32.94,32.99,165.22,165.85,163.34,1963.58,185.15,132.37,466.66,65.08,1059.3,783.44,178.55,186.08,179.47,2002.0,690.0,724.0,3416.0,195.0,198.0,32.0,461.0,62.0,770.0,1007.0,1807.0,2497.0,266.0,551.0,1944.0,1640.0,489.0,489.0,1877.0,651.0,164.0,58.81,80.65,45.68,75.0,88.0,32.0,3427.24,2692.0,2700.98,257.0,27.52,39.49,39.24,173.42,174.56,171.64
BUF,2022,BUF,BUF,Team Level,4on5,78,0.15,0.15,0.15,19556.0,66.36,8.1,3.69,9.16,2.07,20.12,43.85,7.85,8.1,7.85,75.0,12.0,16.0,103.0,7.0,6.0,1.0,6.0,1.0,11.0,56.0,68.0,80.0,11.0,22.0,127.0,60.0,58.0,16.0,49.0,28.0,10.0,1.55,3.78,2.77,1.0,3.0,3.0,103.0,87.0,87.0,15.0,0.84,1.6,1.6,7.34,7.34,7.31,357.7,46.34,31.45,75.77,11.75,213.83,112.88,44.05,46.34,44.05,358.0,134.0,106.0,598.0,52.0,40.0,10.0,58.0,9.0,191.0,142.0,306.0,440.0,12.0,24.0,211.0,19.0,20.0,51.0,345.0,83.0,64.0,8.75,9.7,27.88,7.0,8.0,37.0,598.0,492.0,492.0,8.0,8.2,9.42,9.42,45.11,45.11,43.49
BUF,2022,BUF,BUF,Team Level,5on4,78,0.87,0.87,0.84,24054.0,334.68,48.37,29.62,69.26,11.17,200.04,103.53,44.64,48.37,44.64,350.0,112.0,137.0,599.0,55.0,35.0,7.0,63.0,15.0,157.0,137.0,295.0,407.0,27.0,54.0,203.0,20.0,11.0,64.0,304.0,98.0,60.0,8.32,11.48,28.56,10.0,16.0,29.0,599.0,462.0,462.0,8.0,7.75,7.84,7.84,48.29,48.29,45.01,63.82,7.35,3.62,9.37,1.93,20.47,42.26,7.17,7.35,7.17,66.0,19.0,6.0,91.0,5.0,2.0,0.0,5.0,1.0,14.0,58.0,61.0,80.0,15.0,30.0,208.0,66.0,70.0,31.0,57.0,16.0,12.0,1.61,2.27,3.49,1.0,3.0,1.0,91.0,85.0,85.0,29.0,0.83,0.67,0.67,7.51,7.51,7.43
OTT,2022,OTT,OTT,Team Level,other,80,0.53,0.52,0.53,11161.0,165.41,37.47,12.49,28.09,5.47,85.42,53.06,34.51,37.47,34.51,164.0,58.0,62.0,284.0,34.0,20.0,4.0,24.0,4.0,67.0,73.0,130.0,188.0,10.0,26.0,129.0,35.0,19.0,30.0,107.0,63.0,52.0,4.25,8.15,25.07,4.0,9.0,21.0,284.0,222.0,222.0,13.0,3.67,6.41,6.41,34.73,34.73,33.89,146.6,32.89,10.45,26.66,4.84,73.3,48.86,28.56,32.89,28.56,134.0,63.0,61.0,258.0,27.0,16.0,2.0,16.0,5.0,67.0,66.0,107.0,170.0,11.0,26.0,130.0,33.0,24.0,27.0,103.0,45.0,49.0,4.17,5.35,23.37,5.0,5.0,17.0,258.0,197.0,197.0,14.0,3.16,5.53,5.34,30.7,30.7,27.84
OTT,2022,OTT,OTT,Team Level,all,80,0.51,0.52,0.52,290638.0,2748.81,285.97,196.39,627.55,91.31,1476.77,1070.01,272.01,285.62,271.66,2681.0,1067.0,1242.0,4990.0,253.0,279.0,27.0,527.0,82.0,1275.0,1332.0,2428.0,3495.0,345.0,809.0,2455.0,2242.0,547.0,766.0,2575.0,876.0,297.0,74.94,108.92,102.11,62.0,97.0,94.0,4971.62,3748.0,3738.88,485.0,44.27,53.44,53.87,276.36,275.9,268.7,2534.7,270.26,179.96,575.91,83.13,1358.63,990.18,257.17,272.12,258.97,2507.0,952.0,1221.0,4680.0,264.0,237.0,38.0,539.0,77.0,1112.0,1230.0,2243.0,3195.0,358.0,842.0,2332.0,1959.0,505.0,754.0,2426.0,725.0,308.0,74.69,88.6,106.97,88.0,82.0,94.0,4731.72,3459.0,3492.22,448.0,40.48,49.8,49.87,260.81,262.5,255.1
OTT,2022,OTT,OTT,Team Level,5on5,80,0.51,0.52,0.52,224663.0,2033.39,179.64,133.97,490.56,67.48,1093.05,819.29,173.05,179.29,172.71,1971.0,813.0,957.0,3741.0,148.0,185.0,14.0,414.0,65.0,956.0,1016.0,1823.0,2636.0,305.0,717.0,1819.0,2118.0,440.0,609.0,2002.0,626.0,156.0,58.66,77.89,43.09,45.0,71.0,32.0,3722.62,2784.0,2774.88,417.0,27.81,35.52,35.52,171.93,171.46,168.41,1876.36,171.05,126.03,446.76,61.4,1003.65,753.17,165.64,172.91,167.45,1861.0,702.0,950.0,3513.0,176.0,159.0,28.0,425.0,59.0,819.0,925.0,1685.0,2387.0,310.0,734.0,1722.0,1792.0,392.0,619.0,1847.0,544.0,172.0,57.33,66.61,47.11,72.0,63.0,41.0,3564.72,2563.0,2596.22,394.0,26.23,30.89,31.18,166.04,167.73,165.0
OTT,2022,OTT,OTT,Team Level,4on5,80,0.13,0.15,0.16,27658.0,82.82,8.29,4.61,11.99,2.89,28.32,58.88,8.19,8.29,8.19,97.0,18.0,18.0,133.0,5.0,5.0,0.0,8.0,3.0,18.0,76.0,92.0,110.0,11.0,22.0,231.0,53.0,66.0,52.0,81.0,21.0,13.0,2.03,2.82,3.45,2.0,2.0,1.0,133.0,115.0,115.0,51.0,1.05,0.98,0.98,8.37,8.37,8.27,427.43,56.0,38.87,90.99,14.11,255.13,131.91,53.09,56.0,53.09,420.0,167.0,190.0,777.0,51.0,54.0,7.0,89.0,11.0,209.0,173.0,369.0,536.0,25.0,50.0,254.0,53.0,20.0,70.0,409.0,105.0,73.0,11.23,12.62,32.15,9.0,8.0,34.0,777.0,587.0,587.0,4.0,10.03,11.08,11.05,54.98,54.98,53.36
OTT,2022,OTT,OTT,Team Level,5on4,80,0.85,0.86,0.85,27156.0,467.18,60.57,45.32,96.89,15.47,269.99,138.76,56.26,60.57,56.26,449.0,178.0,205.0,832.0,66.0,69.0,9.0,81.0,10.0,234.0,167.0,383.0,561.0,19.0,44.0,276.0,36.0,22.0,75.0,385.0,166.0,76.0,9.99,20.07,30.5,11.0,15.0,40.0,832.0,627.0,627.0,4.0,11.73,10.53,10.96,61.33,61.33,58.12,84.31,10.32,4.62,11.5,2.78,26.54,56.24,9.88,10.32,9.88,92.0,20.0,20.0,132.0,10.0,8.0,1.0,9.0,2.0,17.0,66.0,82.0,102.0,12.0,32.0,226.0,81.0,69.0,38.0,67.0,31.0,14.0,1.96,4.02,4.35,2.0,6.0,2.0,132.0,112.0,112.0,36.0,1.06,2.3,2.3,9.09,9.09,8.9
PHI,2022,PHI,PHI,Team Level,other,79,0.42,0.44,0.44,9475.0,114.27,25.12,7.76,20.36,3.6,59.4,36.76,24.24,25.12,24.24,115.0,38.0,61.0,214.0,22.0,10.0,2.0,17.0,4.0,46.0,54.0,93.0,131.0,7.0,14.0,87.0,28.0,25.0,15.0,79.0,42.0,32.0,2.95,5.21,16.97,2.0,5.0,15.0,214.0,153.0,153.0,7.0,2.23,3.04,3.04,24.31,24.31,23.99,145.44,34.41,9.59,25.14,4.69,74.85,49.34,31.93,34.41,31.93,150.0,48.0,69.0,267.0,43.0,14.0,3.0,23.0,6.0,62.0,50.0,107.0,155.0,2.0,4.0,127.0,26.0,18.0,22.0,106.0,49.0,43.0,4.23,6.45,23.73,7.0,11.0,25.0,267.0,198.0,198.0,7.0,2.77,5.33,5.33,31.83,31.83,30.57
PHI,2022,PHI,PHI,Team Level,all,79,0.46,0.47,0.48,287106.0,2319.75,220.84,160.52,541.67,76.75,1269.57,932.66,212.33,220.05,211.57,2304.0,898.0,1083.0,4285.0,208.0,202.0,27.0,529.0,83.0,945.0,1235.0,2096.0,2994.0,295.0,704.0,2021.0,2156.0,485.0,583.0,2353.0,608.0,241.0,66.28,74.16,80.4,76.0,61.0,71.0,4245.03,3202.0,3178.92,396.0,34.98,42.27,42.35,213.47,212.48,208.16,2558.54,263.8,181.29,585.91,83.75,1399.27,1012.99,252.28,265.78,254.14,2483.0,1044.0,1363.0,4890.0,264.0,228.0,26.0,542.0,81.0,1167.0,1245.0,2219.0,3263.0,289.0,687.0,2390.0,1797.0,533.0,689.0,2484.0,777.0,266.0,74.99,96.31,92.51,78.0,105.0,81.0,4949.91,3527.0,3562.81,416.0,40.21,48.47,48.47,255.54,257.43,251.13
PHI,2022,PHI,PHI,Team Level,5on5,79,0.47,0.47,0.49,234356.0,1877.69,158.38,125.87,455.02,62.3,1028.27,763.16,153.71,157.59,152.96,1857.0,736.0,866.0,3459.0,144.0,164.0,21.0,456.0,63.0,749.0,1017.0,1713.0,2449.0,269.0,652.0,1576.0,2030.0,390.0,497.0,1941.0,494.0,158.0,55.03,60.3,43.06,62.0,45.0,37.0,3419.03,2593.0,2569.92,358.0,26.01,32.17,32.26,152.14,151.15,149.12,1978.77,176.45,133.78,473.67,64.54,1084.67,803.9,169.9,178.42,171.75,1928.0,809.0,1103.0,3840.0,165.0,168.0,18.0,458.0,54.0,891.0,1001.0,1763.0,2572.0,263.0,633.0,1834.0,1677.0,434.0,570.0,1982.0,591.0,164.0,59.16,72.97,44.32,60.0,76.0,29.0,3899.91,2737.0,2772.81,369.0,27.72,33.59,33.94,170.24,172.13,169.01
PHI,2022,PHI,PHI,Team Level,4on5,79,0.13,0.14,0.16,22130.0,70.56,7.08,3.8,9.82,2.18,22.19,48.93,7.03,7.08,7.03,76.0,18.0,15.0,109.0,11.0,3.0,0.0,4.0,3.0,16.0,57.0,65.0,83.0,7.0,14.0,178.0,65.0,52.0,30.0,65.0,19.0,10.0,1.9,2.45,2.73,2.0,6.0,3.0,109.0,94.0,94.0,28.0,0.87,0.39,0.39,7.56,7.56,7.53,369.5,46.46,34.66,77.91,12.42,219.49,114.05,44.14,46.46,44.14,331.0,174.0,176.0,681.0,51.0,42.0,5.0,57.0,19.0,202.0,134.0,280.0,454.0,14.0,28.0,238.0,25.0,23.0,58.0,333.0,123.0,49.0,9.67,15.04,21.75,9.0,17.0,25.0,681.0,505.0,505.0,5.0,8.97,8.83,8.48,46.95,46.95,45.12
PHI,2022,PHI,PHI,Team Level,5on4,79,0.82,0.83,0.81,21145.0,257.24,30.26,23.09,56.47,8.67,159.71,83.8,27.34,30.26,27.34,256.0,106.0,141.0,503.0,31.0,25.0,4.0,52.0,13.0,134.0,107.0,225.0,331.0,12.0,24.0,180.0,33.0,18.0,41.0,268.0,53.0,41.0,6.41,6.19,17.65,10.0,5.0,16.0,503.0,362.0,362.0,3.0,5.86,6.66,6.66,29.46,29.46,27.52,64.83,6.49,3.27,9.19,2.11,20.26,45.69,6.32,6.49,6.32,74.0,13.0,15.0,102.0,5.0,4.0,0.0,4.0,2.0,12.0,60.0,69.0,82.0,10.0,22.0,191.0,69.0,58.0,39.0,63.0,14.0,10.0,1.92,1.85,2.71,2.0,1.0,2.0,102.0,87.0,87.0,35.0,0.75,0.72,0.72,6.52,6.52,6.42
VGK,2022,VGK,VGK,Team Level,other,80,0.47,0.46,0.46,10248.0,132.38,26.92,10.04,23.95,4.64,72.23,45.22,25.97,26.92,25.97,137.0,46.0,72.0,255.0,30.0,14.0,4.0,21.0,5.0,65.0,48.0,107.0,153.0,7.0,14.0,120.0,47.0,32.0,20.0,112.0,35.0,36.0,3.97,4.55,18.41,6.0,7.0,17.0,255.0,183.0,183.0,8.0,2.85,3.42,3.42,26.34,26.34,25.71,155.02,29.77,11.87,27.35,5.1,88.93,52.98,28.96,29.77,28.96,156.0,60.0,84.0,300.0,27.0,12.0,0.0,32.0,4.0,78.0,63.0,129.0,189.0,2.0,2.0,121.0,33.0,31.0,26.0,129.0,48.0,39.0,5.21,5.67,18.89,6.0,7.0,14.0,300.0,216.0,216.0,9.0,3.3,3.31,3.31,29.75,29.75,29.12
VGK,2022,VGK,VGK,Team Level,all,80,0.53,0.49,0.5,292652.0,2507.59,259.79,178.84,577.53,83.2,1366.54,987.16,248.39,263.0,251.49,2531.0,923.0,1228.0,4682.0,260.0,237.0,44.0,516.0,85.0,1077.0,1279.0,2271.0,3194.0,227.0,507.0,2385.0,1887.0,695.0,562.0,2443.0,722.0,289.0,71.17,90.69,97.93,78.0,93.0,89.0,4752.16,3454.0,3497.1,273.0,39.43,51.35,51.44,247.71,250.6,244.73,2505.54,232.61,172.35,591.0,83.22,1388.01,1002.81,223.4,231.28,222.14,2482.0,988.0,1449.0,4919.0,223.0,228.0,32.0,570.0,90.0,1134.0,1225.0,2259.0,3247.0,244.0,532.0,2183.0,2275.0,657.0,678.0,2602.0,630.0,238.0,74.16,76.4,82.04,70.0,83.0,70.0,4876.01,3470.0,3452.91,310.0,37.74,45.29,45.84,224.51,223.46,218.52
VGK,2022,VGK,VGK,Team Level,5on5,80,0.52,0.48,0.49,246170.0,1997.66,182.35,136.27,478.24,66.26,1081.51,810.43,174.25,185.55,177.34,2010.0,746.0,1020.0,3776.0,183.0,182.0,33.0,423.0,67.0,843.0,1058.0,1827.0,2573.0,204.0,463.0,1887.0,1765.0,606.0,486.0,1992.0,584.0,180.0,58.21,73.0,51.13,68.0,74.0,41.0,3846.16,2756.0,2799.1,248.0,28.26,38.7,39.04,171.51,174.39,171.1,2049.67,166.5,135.27,502.57,68.23,1130.69,835.75,160.3,165.17,159.05,2008.0,831.0,1199.0,4038.0,158.0,185.0,26.0,486.0,77.0,906.0,1027.0,1850.0,2681.0,226.0,500.0,1747.0,2160.0,551.0,590.0,2184.0,504.0,151.0,62.12,61.4,42.98,61.0,67.0,30.0,3995.01,2839.0,2821.91,286.0,27.92,36.33,37.02,157.41,156.36,153.7
VGK,2022,VGK,VGK,Team Level,4on5,80,0.18,0.12,0.15,16454.0,45.28,6.77,2.8,6.04,1.42,13.89,28.08,6.69,6.77,6.69,53.0,6.0,11.0,70.0,9.0,2.0,1.0,2.0,0.0,11.0,35.0,44.0,50.0,7.0,14.0,135.0,44.0,43.0,18.0,30.0,17.0,12.0,0.89,2.32,3.56,0.0,4.0,5.0,70.0,59.0,59.0,13.0,0.64,0.48,0.48,6.93,6.93,6.88,249.12,30.73,22.56,53.32,8.15,151.78,78.47,28.72,30.73,28.72,258.0,87.0,150.0,495.0,35.0,26.0,4.0,46.0,8.0,141.0,89.0,223.0,310.0,11.0,20.0,159.0,21.0,23.0,48.0,242.0,63.0,40.0,5.57,7.3,17.86,3.0,8.0,24.0,495.0,345.0,345.0,2.0,5.9,4.14,4.01,32.62,32.62,31.01
VGK,2022,VGK,VGK,Team Level,5on4,80,0.89,0.87,0.87,19780.0,332.27,43.75,29.73,69.3,10.87,198.92,103.43,41.49,43.75,41.49,331.0,125.0,125.0,581.0,38.0,39.0,6.0,70.0,13.0,158.0,138.0,293.0,418.0,9.0,16.0,243.0,31.0,14.0,38.0,309.0,86.0,61.0,8.09,10.82,24.84,4.0,8.0,26.0,581.0,456.0,456.0,4.0,7.68,8.75,8.5,42.93,42.93,41.02,51.73,5.61,2.66,7.76,1.75,16.61,35.61,5.42,5.61,5.42,60.0,10.0,16.0,86.0,3.0,5.0,2.0,6.0,1.0,9.0,46.0,57.0,67.0,5.0,10.0,156.0,61.0,52.0,14.0,47.0,15.0,8.0,1.27,2.04,2.3,0.0,1.0,2.0,86.0,70.0,70.0,13.0,0.61,1.51,1.51,4.71,4.71,4.69
TOR,2022,TOR,TOR,Team Level,other,79,0.49,0.42,0.43,9250.0,99.94,26.04,7.06,16.89,3.25,50.18,33.59,24.39,26.04,24.39,94.0,43.0,47.0,184.0,24.0,9.0,2.0,16.0,6.0,34.0,48.0,70.0,113.0,3.0,6.0,105.0,22.0,23.0,25.0,63.0,33.0,41.0,2.38,4.09,19.57,1.0,5.0,18.0,184.0,137.0,137.0,15.0,2.0,3.29,3.36,24.68,24.68,23.67,134.1,26.91,10.27,25.21,4.82,73.01,43.78,24.37,26.91,24.37,130.0,54.0,74.0,258.0,30.0,19.0,3.0,19.0,4.0,61.0,51.0,100.0,154.0,7.0,12.0,90.0,38.0,20.0,15.0,95.0,49.0,40.0,3.62,5.94,17.34,9.0,7.0,14.0,258.0,184.0,184.0,3.0,2.92,6.48,6.48,23.35,23.35,22.61
TOR,2022,TOR,TOR,Team Level,all,79,0.55,0.51,0.52,286815.0,2583.72,277.81,190.47,581.35,85.05,1407.65,989.68,264.72,280.34,267.2,2559.0,973.0,1094.0,4626.0,269.0,248.0,40.0,528.0,87.0,1113.0,1287.0,2290.0,3263.0,277.0,599.0,2263.0,1713.0,677.0,823.0,2410.0,806.0,316.0,72.67,100.74,104.39,81.0,95.0,93.0,4696.79,3532.0,3574.16,470.0,42.08,53.77,53.86,266.03,268.4,261.33,2349.1,231.73,165.81,542.51,78.2,1284.19,935.56,220.58,230.9,219.77,2302.0,936.0,1163.0,4401.0,214.0,227.0,35.0,482.0,88.0,1094.0,1133.0,2088.0,3024.0,283.0,594.0,1996.0,2462.0,604.0,764.0,2292.0,699.0,247.0,64.36,85.84,81.52,80.0,68.0,66.0,4341.49,3238.0,3206.94,442.0,36.68,48.46,48.46,219.94,219.24,213.95
